word,pitches,label
may,"[390951.34375, 389875.53125, 368465.90625, 0, 0]",0
produce,"[368465.90625, 0, 0, 0, 0]",1
pain.,"[411172.8125, 384985.21875, 0, 0, 0]",1
The,"[409851.625, 0, 0, 0, 0]",0
rest,"[409851.625, 0, 0, 0, 0]",1
are,"[389381.34375, 0, 0, 0, 0]",0
of,"[379029.46875, 0, 0, 0, 0]",0
steel,"[379029.46875, 0, 0, 0, 0]",1
lattice,"[370349.46875, 364731.9375, 0, 0, 0]",1
construction.,"[364731.9375, 354224.875, 0, 0, 0]",1
The,"[340871.09375, 0, 0, 0, 0]",0
first,"[340871.09375, 352503.21875, 0, 0, 0]",1
Olympiad,"[352503.21875, 371793.09375, 0, 0, 0]",1
was,"[452083.28125, 370492.15625, 383973.6875, 0, 0]",0
unofficial.,"[405364.03125, 383209.59375, 0, 0, 0]",1
eventually.,"[430301.3125, 449399.40625, 0, 0, 0]",0
Enough,"[336240.34375, 0, 0, 0, 0]",0
were,"[333307.46875, 0, 0, 0, 0]",0
dissuaded,"[384836.46875, 412555.28125, 0, 0, 0]",1
from,"[412555.28125, 415049.15625, 0, 0, 0]",0
this,"[391331.09375, 0, 0, 0, 0]",0
action.,"[391331.09375, 360637.0, 0, 0, 0]",1
During,"[382424.875, 0, 0, 0, 0]",0
his,"[378081.65625, 0, 0, 0, 0]",0
"Regency,","[378081.65625, 392324.96875, 0, 0, 0]",1
the,"[374653.9375, 0, 0, 0, 0]",0
law,"[406673.375, 0, 0, 0, 0]",1
of,"[406673.375, 0, 0, 0, 0]",0
upland,"[393666.46875, 407824.65625, 0, 0, 0]",1
was,"[407824.65625, 0, 0, 0, 0]",0
established.,"[407824.65625, 441071.0625, 0, 0, 0]",1
They,"[392245.71875, 0, 0, 0, 0]",0
had,"[392245.71875, 0, 0, 0, 0]",0
two,"[384656.21875, 0, 0, 0, 0]",1
"children,","[384656.21875, 389589.34375, 0, 0, 0]",1
a,"[412314.03125, 0, 0, 0, 0]",0
"son,","[412314.03125, 0, 0, 0, 0]",1
Narada,"[398865.09375, 386183.03125, 0, 0, 0]",1
and,"[386183.03125, 357991.78125, 0, 0, 0]",0
"daughter,","[383656.03125, 0, 0, 0, 0]",1
Rahini.,"[358346.46875, 0, 0, 0, 0]",1
He,"[428628.09375, 0, 0, 0, 0]",0
introduced,"[428628.09375, 427780.90625, 0, 0, 0]",1
ideas,"[427780.90625, 374534.53125, 0, 0, 0]",1
that,"[348053.53125, 347651.59375, 0, 0, 0]",0
indirectly,"[347651.59375, 387956.65625, 0, 0, 0]",1
challenge,"[387956.65625, 364013.96875, 0, 0, 0]",1
the,"[377730.90625, 0, 0, 0, 0]",0
discriminatory,"[377730.90625, 374793.96875, 0, 0, 0]",1
taxes,"[387366.375, 399569.5, 0, 0, 0]",1
imposed,"[399569.5, 391351.59375, 0, 0, 0]",1
by,"[409894.90625, 0, 0, 0, 0]",0
Islamic,"[409894.90625, 0, 0, 0, 0]",1
authorities.,"[343539.15625, 377940.03125, 0, 0, 0]",1
as,"[410752.59375, 0, 0, 0, 0]",0
the,"[396110.4375, 0, 0, 0, 0]",0
roaring,"[396110.4375, 0, 0, 0, 0]",1
20s,"[446260.375, 444466.90625, 0, 0, 0]",1
wound,"[445141.46875, 0, 0, 0, 0]",1
down.,"[445141.46875, 426568.3125, 0, 0, 0]",1
Sweet's,"[441202.46875, 410441.34375, 0, 0, 0]",1
career,"[408707.15625, 0, 0, 0, 0]",1
vaulted,"[386533.40625, 407916.75, 390841.625, 0, 0]",1
with,"[390841.625, 0, 0, 0, 0]",0
the,"[345447.21875, 0, 0, 0, 0]",0
event,"[345447.21875, 0, 0, 0, 0]",1
of,"[386068.5625, 0, 0, 0, 0]",0
the,"[398136.25, 0, 0, 0, 0]",0
tourkeys.,"[398136.25, 414259.09375, 0, 0, 0]",1
This,"[367248.84375, 0, 0, 0, 0]",0
town,"[397448.40625, 0, 0, 0, 0]",1
is,"[397448.40625, 0, 0, 0, 0]",0
famous,"[401350.09375, 0, 0, 0, 0]",1
for,"[383618.96875, 0, 0, 0, 0]",0
being,"[379501.40625, 0, 0, 0, 0]",0
a,"[379501.40625, 0, 0, 0, 0]",0
good,"[405930.9375, 0, 0, 0, 0]",1
spot,"[405930.9375, 0, 0, 0, 0]",1
for,"[398272.15625, 0, 0, 0, 0]",0
kite,"[400847.15625, 0, 0, 0, 0]",1
surfing.,"[400847.15625, 361192.90625, 0, 0, 0]",1
author,"[422391.65625, 0, 0, 0, 0]",1
Lewis,"[398740.34375, 0, 0, 0, 0]",1
describes,"[398740.34375, 394471.21875, 0, 0, 0]",1
Reed,"[411887.90625, 395476.03125, 0, 0, 0]",1
as,"[395476.03125, 0, 0, 0, 0]",0
a,"[395476.03125, 0, 0, 0, 0]",0
consummate,"[441216.375, 393731.375, 0, 0, 0]",1
artist,"[393731.375, 434521.5, 0, 0, 0]",1
of,"[402150.40625, 426506.78125, 0, 0, 0]",0
the,"[426506.78125, 0, 0, 0, 0]",0
black,"[451813.625, 0, 0, 0, 0]",1
and,"[451813.625, 0, 0, 0, 0]",0
white,"[403487.96875, 0, 0, 0, 0]",1
image.,"[380429.15625, 443082.84375, 0, 0, 0]",1
Tinyum,"[370361.53125, 378422.1875, 0, 0, 0]",1
is,"[378422.1875, 0, 0, 0, 0]",0
only,"[403840.375, 416550.3125, 0, 0, 0]",0
accessible,"[416550.3125, 383246.65625, 0, 0, 0]",1
when,"[430435.34375, 414175.125, 0, 0, 0]",0
the,"[414175.125, 0, 0, 0, 0]",0
low,"[399667.96875, 0, 0, 0, 0]",1
-worth,"[399667.96875, 0, 0, 0, 0]",1
ranges,"[370323.21875, 347775.34375, 0, 0, 0]",1
are,"[347775.34375, 323468.84375, 0, 0, 0]",0
open,"[400773.40625, 0, 0, 0, 0]",1
to,"[400773.40625, 0, 0, 0, 0]",0
the,"[408981.96875, 0, 0, 0, 0]",0
public.,"[408981.96875, 0, 0, 0, 0]",1
It,"[354594.15625, 0, 0, 0, 0]",0
was,"[354594.15625, 0, 0, 0, 0]",0
a,"[357519.1875, 0, 0, 0, 0]",0
small,"[357519.1875, 373914.0625, 0, 0, 0]",1
"chance,","[399050.625, 410235.28125, 0, 0, 0]",1
but,"[388492.96875, 0, 0, 0, 0]",0
our,"[388492.96875, 0, 0, 0, 0]",0
only,"[401534.84375, 0, 0, 0, 0]",0
one.,"[420150.4375, 0, 0, 0, 0]",1
The,"[367735.4375, 0, 0, 0, 0]",0
yatto,"[367735.4375, 0, 0, 0, 0]",1
is,"[363636.59375, 374288.46875, 0, 0, 0]",0
a,"[374288.46875, 0, 0, 0, 0]",0
cross,"[374288.46875, 0, 0, 0, 0]",1
between,"[360065.34375, 0, 0, 0, 0]",0
a,"[375444.0, 0, 0, 0, 0]",0
cow,"[375444.0, 0, 0, 0, 0]",1
and,"[359026.96875, 0, 0, 0, 0]",0
a,"[359026.96875, 0, 0, 0, 0]",0
yak.,"[359026.96875, 0, 0, 0, 0]",1
He,"[403544.46875, 0, 0, 0, 0]",0
was,"[394995.5625, 382810.375, 0, 0, 0]",0
once,"[382810.375, 0, 0, 0, 0]",0
taken,"[378979.78125, 410767.5625, 0, 0, 0]",1
to,"[391500.09375, 0, 0, 0, 0]",0
Mars,"[391500.09375, 0, 0, 0, 0]",1
by,"[414993.65625, 391226.59375, 0, 0, 0]",0
aliens,"[398380.46875, 402969.21875, 0, 0, 0]",1
mistaking,"[402969.21875, 376989.25, 0, 0, 0]",1
him,"[375831.5, 0, 0, 0, 0]",0
as,"[375831.5, 0, 0, 0, 0]",0
Chacha,"[396289.40625, 384239.21875, 0, 0, 0]",1
Charderee.,"[384239.21875, 369003.71875, 408096.375, 387673.34375, 0]",1
The,"[346925.8125, 366044.53125, 0, 0, 0]",0
mayor's,"[398832.84375, 418027.0625, 0, 0, 0]",1
term,"[418027.0625, 0, 0, 0, 0]",1
of,"[418027.0625, 0, 0, 0, 0]",0
office,"[401727.71875, 0, 0, 0, 0]",1
was,"[423050.59375, 429344.125, 0, 0, 0]",0
also,"[429344.125, 363095.96875, 0, 0, 0]",0
increased,"[363095.96875, 341228.21875, 0, 0, 0]",0
from,"[341228.21875, 392574.65625, 0, 0, 0]",0
one,"[392574.65625, 0, 0, 0, 0]",1
year,"[379805.59375, 0, 0, 0, 0]",1
to,"[432255.90625, 0, 0, 0, 0]",0
two.,"[418301.65625, 0, 0, 0, 0]",1
You,"[430865.84375, 0, 0, 0, 0]",0
know,"[430865.84375, 0, 0, 0, 0]",0
how,"[481577.375, 0, 0, 0, 0]",0
she,"[481577.375, 0, 0, 0, 0]",0
hates,"[436978.96875, 0, 0, 0, 0]",1
to,"[420946.46875, 0, 0, 0, 0]",0
be,"[406058.40625, 0, 0, 0, 0]",0
kept,"[406058.40625, 0, 0, 0, 0]",1
waiting,"[347486.15625, 0, 0, 0, 0]",1
at,"[347782.96875, 0, 0, 0, 0]",0
these,"[407887.84375, 0, 0, 0, 0]",0
times.,"[407887.84375, 0, 0, 0, 0]",1
the,"[382206.15625, 0, 0, 0, 0]",0
city,"[382206.15625, 0, 0, 0, 0]",1
of,"[436015.5625, 0, 0, 0, 0]",0
"Turin,","[405755.28125, 0, 0, 0, 0]",1
onered,"[443511.40625, 0, 0, 0, 0]",0
the,"[364810.6875, 0, 0, 0, 0]",0
contributions,"[364810.6875, 367449.59375, 373948.34375, 0, 0]",1
that,"[373948.34375, 416365.09375, 0, 0, 0]",0
Ferrari's,"[427597.8125, 364210.46875, 404913.90625, 0, 0]",1
made,"[404913.90625, 409593.59375, 0, 0, 0]",1
to,"[409593.59375, 0, 0, 0, 0]",0
science.,"[392824.9375, 392589.4375, 0, 0, 0]",1
For,"[379086.59375, 0, 0, 0, 0]",0
"example,","[363580.03125, 414084.3125, 0, 0, 0]",0
one,"[404417.15625, 384019.71875, 0, 0, 0]",0
could,"[417070.1875, 0, 0, 0, 0]",0
rely,"[384743.34375, 420305.59375, 0, 0, 0]",1
on,"[420305.59375, 0, 0, 0, 0]",0
certification,"[359085.03125, 368553.5625, 0, 0, 0]",1
authorities,"[368553.5625, 387063.96875, 394327.96875, 0, 0]",1
or,"[394327.96875, 408723.4375, 394510.34375, 388931.53125, 369359.125]",0
a,"[374339.1875, 401178.1875, 0, 0, 0]",0
web,"[401178.1875, 0, 0, 0, 0]",1
of,"[401178.1875, 0, 0, 0, 0]",0
trust.,"[364011.71875, 0, 0, 0, 0]",1
on,"[362773.4375, 0, 0, 0, 0]",0
the,"[362773.4375, 0, 0, 0, 0]",0
lower,"[374690.15625, 0, 0, 0, 0]",0
back.,"[374690.15625, 0, 0, 0, 0]",0
There,"[384733.96875, 353817.96875, 0, 0, 0]",0
are,"[353817.96875, 0, 0, 0, 0]",0
three,"[353817.96875, 395557.6875, 0, 0, 0]",0
tapering,"[385466.28125, 381793.65625, 375848.09375, 0, 0]",0
red,"[375848.09375, 372175.03125, 0, 0, 0]",1
bars.,"[372175.03125, 379774.1875, 0, 0, 0]",1
His,"[365834.15625, 0, 0, 0, 0]",0
Victoria,"[365834.15625, 410210.78125, 0, 0, 0]",1
Cross,"[390806.03125, 0, 0, 0, 0]",1
was,"[380880.96875, 0, 0, 0, 0]",0
displayed,"[372488.3125, 382672.09375, 0, 0, 0]",1
at,"[382672.09375, 0, 0, 0, 0]",0
the,"[421218.65625, 0, 0, 0, 0]",0
National,"[421218.65625, 0, 0, 0, 0]",1
Museum,"[408162.96875, 383079.125, 0, 0, 0]",1
of,"[383079.125, 0, 0, 0, 0]",0
Military,"[382831.125, 0, 0, 0, 0]",1
History,"[375002.28125, 384358.15625, 0, 0, 0]",1
in,"[384358.15625, 371457.96875, 0, 0, 0]",0
Johannesburg.,"[373299.4375, 340189.0625, 0, 0, 0]",1
This,"[279040.15625, 387647.09375, 429373.96875, 0, 0]",0
mirrored,"[429373.96875, 393627.0625, 0, 0, 0]",0
is,"[429759.90625, 0, 0, 0, 0]",0
promoted,"[410454.125, 0, 0, 0, 0]",1
faster,"[410454.125, 0, 0, 0, 0]",1
than,"[358444.71875, 0, 0, 0, 0]",0
others.,"[378713.9375, 0, 0, 0, 0]",0
Naturally,"[408228.71875, 378436.8125, 0, 0, 0]",1
"then,","[378436.8125, 348429.59375, 0, 0, 0]",0
there,"[384589.53125, 0, 0, 0, 0]",0
was,"[340021.96875, 0, 0, 0, 0]",0
considerable,"[340021.96875, 388015.125, 0, 0, 0]",1
difference,"[405963.15625, 400845.96875, 0, 0, 0]",1
in,"[400845.96875, 431350.78125, 0, 0, 0]",0
the,"[431350.78125, 0, 0, 0, 0]",0
authority,"[431350.78125, 420392.6875, 0, 0, 0]",1
files,"[395330.09375, 385785.34375, 0, 0, 0]",1
of,"[385785.34375, 398850.53125, 0, 0, 0]",0
the,"[398850.53125, 0, 0, 0, 0]",0
different,"[414319.375, 0, 0, 0, 0]",1
libraries.,"[384245.28125, 383881.46875, 0, 0, 0]",1
who,"[358573.15625, 0, 0, 0, 0]",0
can,"[358573.15625, 0, 0, 0, 0]",0
read,"[349167.8125, 0, 0, 0, 0]",1
the,"[349167.8125, 0, 0, 0, 0]",0
"heart,","[349848.3125, 0, 0, 0, 0]",1
you,"[376113.125, 375405.96875, 386480.65625, 0, 0]",0
can,"[386450.03125, 0, 0, 0, 0]",0
return,"[392207.09375, 356743.90625, 387016.5, 0, 0]",0
to,"[387016.5, 0, 0, 0, 0]",0
Richard.,"[406191.84375, 0, 0, 0, 0]",1
There,"[398681.09375, 0, 0, 0, 0]",0
she,"[398681.09375, 0, 0, 0, 0]",0
wrote,"[394003.34375, 0, 0, 0, 0]",1
as,"[369007.4375, 366903.34375, 0, 0, 0]",0
terror,"[366903.34375, 339202.5, 0, 0, 0]",1
on,"[384774.53125, 350614.46875, 403682.21875, 0, 0]",0
Insights,"[403682.21875, 392201.78125, 0, 0, 0]",0
Online,"[363093.8125, 386912.34375, 0, 0, 0]",0
Advice,"[386912.34375, 389879.09375, 0, 0, 0]",0
Column.,"[389879.09375, 0, 0, 0, 0]",0
The,"[306535.21875, 373798.0625, 0, 0, 0]",0
cargo,"[433785.1875, 0, 0, 0, 0]",1
began,"[436164.21875, 0, 0, 0, 0]",0
to,"[436164.21875, 0, 0, 0, 0]",0
be,"[454085.53125, 0, 0, 0, 0]",0
moved,"[454085.53125, 0, 0, 0, 0]",1
by,"[389704.34375, 0, 0, 0, 0]",0
trucks.,"[390064.53125, 0, 0, 0, 0]",1
Without,"[379821.09375, 0, 0, 0, 0]",1
such,"[379821.09375, 0, 0, 0, 0]",0
a,"[377892.84375, 0, 0, 0, 0]",0
"regime,","[390379.03125, 0, 0, 0, 0]",1
transparency,"[377713.90625, 370185.21875, 0, 0, 0]",1
is,"[370185.21875, 0, 0, 0, 0]",0
simply,"[351040.40625, 0, 0, 0, 0]",1
not,"[394544.03125, 0, 0, 0, 0]",0
attainable.,"[375072.40625, 377856.6875, 0, 0, 0]",1
He,"[438444.15625, 0, 0, 0, 0]",0
was,"[354919.125, 410699.625, 386198.46875, 0, 0]",0
the,"[386198.46875, 0, 0, 0, 0]",0
nephew,"[386198.46875, 405896.65625, 0, 0, 0]",1
of,"[374980.5, 427129.09375, 400807.4375, 0, 0]",0
the,"[400807.4375, 0, 0, 0, 0]",0
imminent,"[400807.4375, 0, 0, 0, 0]",0
humanist,"[383035.125, 364232.78125, 380936.25, 0, 0]",0
Simon,"[368259.625, 380302.21875, 360532.71875, 0, 0]",1
Grinius.,"[360532.71875, 405597.71875, 427202.65625, 425024.71875, 0]",1
"Soon,","[386865.0, 0, 0, 0, 0]",0
we,"[393347.78125, 366484.3125, 0, 0, 0]",0
will,"[366484.3125, 0, 0, 0, 0]",0
be,"[366484.3125, 0, 0, 0, 0]",0
flying,"[383436.84375, 0, 0, 0, 0]",1
to,"[383436.84375, 0, 0, 0, 0]",0
work.,"[396968.28125, 0, 0, 0, 0]",1
The,"[398381.0, 0, 0, 0, 0]",0
soundtrack,"[398381.0, 0, 0, 0, 0]",1
album,"[350017.8125, 425153.125, 0, 0, 0]",1
mainly,"[425153.125, 425651.84375, 0, 0, 0]",1
featured,"[425651.84375, 348173.0, 0, 0, 0]",1
reeds,"[384243.84375, 371956.46875, 0, 0, 0]",1
or,"[371956.46875, 392618.53125, 0, 0, 0]",0
galanes.,"[392618.53125, 353624.40625, 0, 0, 0]",1
Sum,"[402213.09375, 0, 0, 0, 0]",0
in,"[445768.65625, 0, 0, 0, 0]",0
the,"[445768.65625, 0, 0, 0, 0]",0
"media,","[427391.125, 380409.84375, 0, 0, 0]",1
Panned,"[380409.84375, 0, 0, 0, 0]",1
the,"[374415.96875, 0, 0, 0, 0]",0
writing,"[359582.5, 401208.84375, 0, 0, 0]",1
as,"[401208.84375, 0, 0, 0, 0]",0
amateurish.,"[462571.65625, 403880.0625, 392116.5, 0, 0]",1
handler,"[413491.75, 352100.15625, 0, 0, 0]",0
is,"[352100.15625, 355153.15625, 345732.09375, 0, 0]",0
also,"[345732.09375, 353902.03125, 0, 0, 0]",0
an,"[384408.59375, 0, 0, 0, 0]",0
author,"[382057.0, 398983.15625, 0, 0, 0]",1
Famous,"[400961.40625, 0, 0, 0, 0]",0
not,"[427899.21875, 0, 0, 0, 0]",0
all,"[427899.21875, 0, 0, 0, 0]",0
it's,"[409177.75, 0, 0, 0, 0]",0
cracked,"[400665.65625, 0, 0, 0, 0]",0
up,"[400665.65625, 0, 0, 0, 0]",0
to,"[400566.0625, 0, 0, 0, 0]",0
be.,"[400566.0625, 0, 0, 0, 0]",0
As,"[380557.90625, 0, 0, 0, 0]",0
a,"[380557.90625, 0, 0, 0, 0]",0
"result,","[444429.15625, 0, 0, 0, 0]",0
Paul,"[385830.78125, 0, 0, 0, 0]",1
Marisse,"[385830.78125, 355936.15625, 0, 0, 0]",1
replaced,"[378370.6875, 426875.5625, 0, 0, 0]",1
Holland,"[426875.5625, 394516.5625, 0, 0, 0]",1
Grand,"[379058.625, 0, 0, 0, 0]",1
as,"[405091.0625, 387821.78125, 0, 0, 0]",0
head,"[393348.84375, 0, 0, 0, 0]",1
coach,"[393348.84375, 0, 0, 0, 0]",1
in,"[348324.15625, 380753.84375, 0, 0, 0]",0
November.,"[380753.84375, 422670.40625, 0, 0, 0]",1
The,"[438073.09375, 0, 0, 0, 0]",0
Never,"[438073.09375, 394588.21875, 0, 0, 0]",0
was,"[392103.21875, 423494.5, 374472.90625, 355810.90625, 0]",0
such,"[355810.90625, 414711.59375, 0, 0, 0]",0
a,"[414711.59375, 0, 0, 0, 0]",0
cross,"[368419.71875, 410631.0, 0, 0, 0]",1
-family.,"[410631.0, 393833.53125, 0, 0, 0]",1
Higher,"[391377.65625, 0, 0, 0, 0]",1
"gain,","[373485.5, 374506.59375, 0, 0, 0]",1
omnidirectional,"[376099.34375, 382489.71875, 409581.15625, 0, 0]",1
antennas,"[409581.15625, 432544.1875, 406423.03125, 0, 0]",1
can,"[380717.6875, 357854.90625, 0, 0, 0]",0
also,"[386032.90625, 363354.0, 0, 0, 0]",1
be,"[363354.0, 0, 0, 0, 0]",0
built.,"[363354.0, 328655.84375, 0, 0, 0]",1
They,"[345989.46875, 0, 0, 0, 0]",0
have,"[345989.46875, 0, 0, 0, 0]",0
toured,"[384716.125, 397611.84375, 0, 0, 0]",1
North,"[397611.84375, 0, 0, 0, 0]",1
"America,","[410677.65625, 397792.21875, 0, 0, 0]",1
"Europe,","[436981.65625, 392910.09375, 0, 0, 0]",1
"Australia,","[349709.40625, 371179.78125, 0, 0, 0]",1
New,"[400945.21875, 0, 0, 0, 0]",1
Zealand,"[400945.21875, 376140.84375, 0, 0, 0]",1
and,"[376140.84375, 354746.3125, 0, 0, 0]",0
Japan.,"[402719.0625, 403643.40625, 0, 0, 0]",1
Kirk,"[420949.59375, 0, 0, 0, 0]",1
Newton,"[477030.65625, 456945.3125, 0, 0, 0]",1
was,"[456945.3125, 390466.875, 0, 0, 0]",0
the,"[390466.875, 0, 0, 0, 0]",0
terminus,"[390466.875, 402115.78125, 0, 0, 0]",1
of,"[394992.8125, 0, 0, 0, 0]",0
the,"[394992.8125, 0, 0, 0, 0]",0
Slateford,"[418577.71875, 487578.40625, 0, 0, 0]",1
Baleno,"[487578.40625, 414090.03125, 0, 0, 0]",1
line.,"[414090.03125, 0, 0, 0, 0]",1
"Access,","[391604.46875, 355715.21875, 0, 0, 0]",1
inclusion,"[405349.34375, 453874.84375, 335134.59375, 399317.90625, 0]",1
and,"[404388.03125, 416494.875, 386787.90625, 0, 0]",0
coity,"[386787.90625, 0, 0, 0, 0]",0
among,"[418375.84375, 0, 0, 0, 0]",1
the,"[408634.4375, 0, 0, 0, 0]",0
main,"[408634.4375, 0, 0, 0, 0]",1
challenges,"[377835.21875, 387324.53125, 0, 0, 0]",1
they,"[387324.53125, 0, 0, 0, 0]",0
can,"[401751.5, 0, 0, 0, 0]",1
address.,"[440893.5, 0, 0, 0, 0]",1
These,"[422375.6875, 0, 0, 0, 0]",0
rivers,"[364041.21875, 0, 0, 0, 0]",1
are,"[364041.21875, 0, 0, 0, 0]",0
the,"[387021.59375, 0, 0, 0, 0]",0
haunts,"[406335.15625, 0, 0, 0, 0]",1
of,"[406335.15625, 0, 0, 0, 0]",0
the,"[393794.40625, 0, 0, 0, 0]",0
Hibba,"[393794.40625, 0, 0, 0, 0]",0
Potomus,"[365760.84375, 354561.09375, 0, 0, 0]",0
and,"[354561.09375, 0, 0, 0, 0]",0
the,"[354561.09375, 0, 0, 0, 0]",0
Crocodile.,"[354561.09375, 353060.09375, 0, 0, 0]",1
More,"[385336.625, 0, 0, 0, 0]",0
"recently,","[416424.78125, 387697.8125, 0, 0, 0]",0
it,"[393419.03125, 0, 0, 0, 0]",0
has,"[324043.21875, 0, 0, 0, 0]",0
undergone,"[324043.21875, 357410.625, 0, 0, 0]",1
extensive,"[357410.625, 375240.96875, 378481.4375, 0, 0]",1
redevelopment,"[391656.0625, 417174.4375, 366753.65625, 0, 0]",1
with,"[366753.65625, 406664.3125, 0, 0, 0]",1
"clubs,","[430697.28125, 0, 0, 0, 0]",1
restaurants,"[375062.84375, 0, 0, 0, 0]",1
and,"[396242.625, 399235.03125, 427459.65625, 0, 0]",0
media,"[427459.65625, 385969.625, 0, 0, 0]",1
businesses.,"[385969.625, 361703.59375, 0, 0, 0]",1
that,"[371440.84375, 0, 0, 0, 0]",0
a,"[371440.84375, 0, 0, 0, 0]",0
LAN,"[342682.21875, 0, 0, 0, 0]",1
panel,"[342682.21875, 395781.78125, 0, 0, 0]",1
should,"[395781.78125, 365460.34375, 0, 0, 0]",1
have,"[365460.34375, 0, 0, 0, 0]",1
both,"[384888.15625, 0, 0, 0, 0]",0
a,"[380193.40625, 0, 0, 0, 0]",0
buzzer,"[380193.40625, 363876.53125, 0, 0, 0]",1
and,"[363876.53125, 393053.1875, 0, 0, 0]",0
an,"[381934.21875, 0, 0, 0, 0]",0
indicator,"[381934.21875, 399772.0625, 0, 0, 0]",1
light.,"[399772.0625, 0, 0, 0, 0]",1
Xinjiang,"[414099.90625, 462727.125, 0, 0, 0]",1
became,"[397887.90625, 435929.0625, 0, 0, 0]",1
under,"[435929.0625, 0, 0, 0, 0]",0
virtual,"[400197.65625, 415090.65625, 0, 0, 0]",1
Soviet,"[374110.40625, 416003.5, 412570.71875, 0, 0]",1
control.,"[412570.71875, 458398.40625, 0, 0, 0]",1
These,"[456041.84375, 0, 0, 0, 0]",0
youths,"[430374.84375, 411945.75, 0, 0, 0]",1
were,"[411945.75, 0, 0, 0, 0]",0
placed,"[382374.34375, 389081.09375, 0, 0, 0]",1
in,"[389081.09375, 0, 0, 0, 0]",0
the,"[386858.46875, 0, 0, 0, 0]",0
labyrinth,"[386858.46875, 430364.03125, 0, 0, 0]",1
to,"[367040.28125, 0, 0, 0, 0]",0
be,"[378549.21875, 0, 0, 0, 0]",0
devoured,"[378549.21875, 436314.40625, 0, 0, 0]",1
by,"[436314.40625, 0, 0, 0, 0]",0
the,"[376917.90625, 0, 0, 0, 0]",0
Minotaur.,"[376917.90625, 408295.53125, 0, 0, 0]",1
It,"[384526.71875, 0, 0, 0, 0]",0
was,"[384526.71875, 0, 0, 0, 0]",0
critically,"[388185.84375, 370710.78125, 0, 0, 0]",1
"acclaimed,","[370710.78125, 360063.625, 0, 0, 0]",1
winning,"[379469.75, 0, 0, 0, 0]",1
many,"[347412.78125, 0, 0, 0, 0]",0
honours.,"[375507.78125, 380739.53125, 0, 0, 0]",1
The,"[299022.71875, 364372.15625, 391000.40625, 0, 0]",0
route,"[391000.40625, 0, 0, 0, 0]",1
continues,"[391656.0625, 401823.9375, 0, 0, 0]",1
north,"[354815.59375, 387814.84375, 420353.34375, 0, 0]",1
westward,"[420353.34375, 368276.03125, 0, 0, 0]",1
into,"[368276.03125, 369308.84375, 0, 0, 0]",0
Coltsnack.,"[385394.9375, 383122.8125, 395934.28125, 0, 0]",1
The,"[360497.4375, 0, 0, 0, 0]",0
reaction,"[360497.4375, 400119.09375, 0, 0, 0]",1
is,"[400119.09375, 0, 0, 0, 0]",0
called,"[410149.9375, 0, 0, 0, 0]",1
the,"[410149.9375, 0, 0, 0, 0]",0
hajos,"[371677.71875, 384548.71875, 0, 0, 0]",1
parish,"[384548.71875, 430191.84375, 0, 0, 0]",1
reaction,"[430191.84375, 364742.125, 0, 0, 0]",1
or,"[404201.78125, 406071.21875, 0, 0, 0]",0
the,"[406071.21875, 0, 0, 0, 0]",0
hajos,"[403376.5, 346840.96875, 0, 0, 0]",0
parish,"[346840.96875, 0, 0, 0, 0]",0
indesua,"[382903.875, 364426.3125, 0, 0, 0]",0
wee,"[364426.3125, 339487.71875, 0, 0, 0]",1
shirt,"[339487.71875, 0, 0, 0, 0]",1
reaction.,"[375471.78125, 393243.625, 0, 0, 0]",1
They,"[415202.375, 0, 0, 0, 0]",0
were,"[415202.375, 0, 0, 0, 0]",0
hip,"[364018.78125, 0, 0, 0, 0]",1
to,"[382568.65625, 376197.09375, 0, 0, 0]",0
psychedelics,"[376197.09375, 404212.8125, 376256.9375, 0, 0]",0
as,"[353891.15625, 0, 0, 0, 0]",0
psych,"[353891.15625, 0, 0, 0, 0]",1
-,"[430460.28125, 0, 0, 0, 0]",0
They,"[471317.4375, 0, 0, 0, 0]",0
also,"[471317.4375, 393212.0625, 0, 0, 0]",0
argued,"[397358.875, 416173.53125, 0, 0, 0]",1
that,"[416173.53125, 393271.34375, 0, 0, 0]",0
the,"[368225.34375, 0, 0, 0, 0]",0
inclusion,"[368225.34375, 381381.09375, 0, 0, 0]",1
of,"[381381.09375, 0, 0, 0, 0]",0
medium,"[366846.28125, 369980.46875, 0, 0, 0]",1
will,"[369980.46875, 430540.5, 0, 0, 0]",0
leave,"[451214.28125, 0, 0, 0, 0]",1
the,"[451214.28125, 0, 0, 0, 0]",0
atrophic,"[399655.40625, 402707.75, 0, 0, 0]",1
in,"[402707.75, 0, 0, 0, 0]",0
the,"[378718.59375, 0, 0, 0, 0]",0
area.,"[378718.59375, 377257.71875, 0, 0, 0]",1
I,"[361983.59375, 0, 0, 0, 0]",0
got,"[361983.59375, 0, 0, 0, 0]",1
there,"[395469.65625, 0, 0, 0, 0]",0
and,"[395469.65625, 372604.625, 397688.75, 0, 0]",0
I,"[382237.71875, 0, 0, 0, 0]",0
broke,"[382237.71875, 0, 0, 0, 0]",1
it,"[382237.71875, 0, 0, 0, 0]",0
up.,"[370077.9375, 0, 0, 0, 0]",1
The,"[453748.78125, 0, 0, 0, 0]",0
result,"[453748.78125, 0, 0, 0, 0]",1
was,"[391939.0, 0, 0, 0, 0]",0
a,"[391939.0, 0, 0, 0, 0]",0
near,"[397922.6875, 0, 0, 0, 0]",1
